"Chr" "Gene" "nSNPs" "nSims" "Start" "Stop" "Test" "Pvalue" "Best-SNP" "SNP-pvalue"
1 "ALG14" 156 1e+05 95220884 95311071 189.551019457417 0.03474 "rs7527765" 0.03474
1 "ALPL" 178 1000 21708444 21777492 167.74762774417 0.698 "rs16825415" 0.698
1 "ALX3" 75 1e+05 110404519 110414845 98.3187465574061 0.03678 "rs611774" 0.03678
1 "AMIGO1" 79 1e+05 109850968 109853859 96.415008181516 0.08896 "rs10494041" 0.08896
1 "AMPD2" 75 1000 109963981 109976200 78.4513450207462 0.37 "rs625456" 0.37
1 "AMY1A-3" 16 1000 104093801 104102834 13.2011138627893 0.658 "rs11185098" 0.658
1 "AMY1B-1" 4 1000 103999847 104008695 1.61552020711036 0.806 "rs35297534" 0.806
1 "AMY1C-1" 4 1000 103999825 104008695 2.07481816751662 0.722 "rs35297534" 0.722
1 "AMY1C-3" 16 1e+05 104093963 104102833 27.3395419103286 0.03786 "rs11185098" 0.03786
1 "AMY2A" 14 1000 103961521 103969923 10.1787700730942 0.749 "rs35297534" 0.749
1 "AMY2B" 21 1000 103898844 103923672 28.1843486641467 0.135 "rs35297534" 0.135
1 "ANGEL2" 57 1000 211232146 211255791 40.3929911182348 0.953 "rs17020044" 0.953
1 "ANGPTL3" 47 1000 62835774 62843768 46.5523079738403 0.491 "rs10889347" 0.491
1 "ANKRD13C" 86 1000 70497272 70593005 72.4588241545092 0.851 "rs9804151" 0.851
1 "ANKRD35" 46 1e+05 144260565 144279883 73.4432128004257 0.00621 "rs10910824" 0.00621
1 "ANXA9" 63 1000 149221122 149234738 72.3334620435924 0.197 "rs3738478" 0.197
1 "AOF2" 69 1000 23218532 23282771 75.7829733317531 0.269 "rs4655145" 0.269
1 "APITD1" 74 1000 10412745 10434797 70.5544370150851 0.592 "rs12409754" 0.592
1 "APOA1BP" 83 1000 154828181 154830715 76.8211908006349 0.67 "rs4661188" 0.67
1 "APOA2" 91 1000 159458706 159460042 90.1659509762067 0.505 "rs4233366" 0.505
1 "ARHGAP29" 133 1000 94407050 94475895 132.293172591573 0.501 "rs10128049" 0.501
1 "ARHGAP30" 82 1000 159283355 159306384 77.3404696602296 0.625 "rs1128750" 0.625
1 "ARHGEF10L" 188 1000 17738916 17896957 205.531093369527 0.181 "rs4920615" 0.181
1 "ARHGEF11" 241 1000 155171255 155281786 240.223792625242 0.502 "rs822431" 0.502
1 "ARHGEF16" 76 1e+05 3361006 3387537 93.4470689182633 0.08495 "rs2821038" 0.08495
1 "ARHGEF19" 85 1e+05 16397185 16411691 107.003917019087 0.05361 "rs4661709" 0.05361
1 "ARID1A" 39 1000 26895108 26981188 37.0088767594984 0.561 "rs4466675" 0.561
1 "ARID4B" 138 1000 233396832 233558155 143.403806453585 0.359 "rs6683978" 0.359
1 "ARL8A" 112 1000 200368599 200380489 118.85006565412 0.311 "rs3935010" 0.311
1 "ARNT" 62 1000 149048809 149115810 53.5847442021404 0.768 "rs10305748" 0.768
1 "ARV1" 114 1000 229181445 229203102 101.579734750437 0.791 "rs11122197" 0.791
1 "ASB17" 136 1000 76157147 76170704 134.510805979649 0.52 "rs5745513" 0.52
1 "ASH1L" 59 1000 153571675 153798948 53.4608011067054 0.679 "rs17367421" 0.679
1 "ASPM" 126 1000 195319879 195382447 110.602391320954 0.834 "rs1127661" 0.834
1 "ASTN1" 389 1000 175096825 175400647 375.750647780277 0.676 "rs10732997" 0.676
1 "ATAD3B" 15 1000 1397026 1421445 15.5293658623845 0.414 "rs3813216" 0.414
1 "ATF6" 381 1000 160002707 160195476 405.918618824203 0.182 "rs12044611" 0.182
1 "ATG4C" 158 1e+06 63022390 63102638 587.547375839743 0 "rs2803244" 1e-50
1 "ATP13A2" 89 1000 17185039 17210854 96.7692356952359 0.269 "rs7550829" 0.269
1 "ATP1A1" 67 1000 116717358 116748919 68.1763357922192 0.437 "rs10924089" 0.437
1 "ATP1B1" 190 1000 167342570 167368584 196.39298845316 0.36 "rs10919051" 0.36
1 "ATP5F1" 121 1000 111793265 111806048 127.777914848403 0.319 "rs10067" 0.319
1 "ATPAF1" 94 1000 46870997 46906686 84.3040823846969 0.753 "rs11211319" 0.753
1 "ATPIF1" 67 1000 28435197 28437198 61.1575679569328 0.678 "rs17185136" 0.678
1 "ATXN7L2" 79 1000 109828083 109836879 73.515929214071 0.653 "rs10494041" 0.653
1 "AURKAIP1" 16 1000 1298972 1300681 10.2909295901758 0.851 "rs307380" 0.851
1 "B3GALNT2" 146 1000 233679867 233734404 151.716616035773 0.356 "rs4659923" 0.356
1 "B3GALT2" 65 1000 191414798 191422347 60.3280985256642 0.641 "rs6682904" 0.641
1 "B3GALT6" 54 1000 1157491 1160283 54.6683404207979 0.449 "rs9729550" 0.449
1 "BAI2" 65 1000 31965304 32002235 63.4287981356465 0.532 "rs10798888" 0.532
1 "BAT2D1" 216 1000 169721289 169829273 215.281699061519 0.501 "rs2179882" 0.501
1 "BATF3" 87 1000 210926382 210939950 88.3319709424864 0.44 "rs4951457" 0.44
1 "BCAR3" 119 1e+05 93799936 93919973 142.8121639898 0.06763 "rs1417884" 0.06763
1 "BCAS2" 47 1000 114911703 114925788 51.2677330321986 0.31 "rs222495" 0.31
1 "BCL10" 142 1000 85504047 85516171 121.383419550065 0.894 "rs11585614" 0.894
1 "BEST4" 56 1e+05 45021843 45026013 71.7409690955008 0.07652 "rs12407290" 0.07652
1 "BGLAP" 75 1000 154478574 154479736 63.8162845508015 0.818 "rs11264463" 0.818
1 "BLZF1" 150 1000 167603817 167632404 152.001476844531 0.439 "rs6427185" 0.439
1 "BOLA1" 20 1000 148137824 148138969 18.5381938141652 0.552 "rs11205303" 0.552
1 "BRDT" 106 1000 92187515 92252573 90.0721865604951 0.866 "rs3088232" 0.866
1 "BRP44" 57 1000 166153933 166171857 48.4410295376363 0.783 "rs203847" 0.783
1 "BSND" 151 1000 55237204 55247053 151.554702078087 0.472 "rs2495477" 0.472
1 "BTF3L4" 48 1000 52294560 52326650 41.5186883664328 0.734 "rs12406048" 0.734
1 "BTG2" 101 1000 201541286 201545352 88.2686835035602 0.813 "rs10920618" 0.813
1 "C1orf101" 255 1000 242691315 242870285 251.680255351964 0.547 "rs12032765" 0.547
1 "C1orf105" 171 1000 170656452 170704589 178.109921624007 0.339 "rs9425586" 0.339
1 "C1orf106" 105 1e+05 199127291 199151486 144.862319153092 0.00606 "rs2271017" 0.00606
1 "C1orf107" 140 1000 208067955 208097531 104.034411430907 0.99 "rs1319435" 0.99
1 "C1orf109" 125 1000 37919828 37928779 111.272424927173 0.805 "rs12046807" 0.805
1 "C1orf110" 190 1e+05 161090710 161105229 234.721659200178 0.01504 "rs11583881" 0.01504
1 "C1orf111" 171 1000 160610138 160613268 184.461023024439 0.228 "rs905717" 0.228
1 "C1orf122" 48 1000 38046555 38047713 57.8065817211056 0.157 "rs565645" 0.157
1 "C1orf124" 74 1000 229540304 229556612 86.1475964593976 0.158 "rs12088804" 0.158
1 "C1orf125" 331 1000 177601737 177790493 315.432298379455 0.722 "rs6425558" 0.722
1 "C1orf127" 95 1000 10929119 10946845 86.4421610804555 0.723 "rs2003046" 0.723
1 "C1orf129" 165 1e+05 169171259 169234570 191.036416569973 0.0807 "rs12239620" 0.0807
1 "C1orf130" 96 1e+05 24755188 24808403 119.130532961023 0.05495 "rs6424101" 0.05495
1 "C1orf135" 92 1000 26033083 26058435 88.1591253678031 0.594 "rs12037513" 0.594
1 "C1orf14" 96 1000 181135622 181189176 88.6913949967796 0.689 "rs12025917" 0.689
1 "C1orf142" 88 1000 225989319 226035550 94.1664434067907 0.307 "rs10916214" 0.307
1 "C1orf144" 62 1000 16566169 16597227 62.0871594501338 0.473 "rs1136348" 0.473
1 "C1orf146" 60 1000 92456160 92483955 60.8526423626729 0.445 "rs475034" 0.445
1 "C1orf150" 88 1000 245779073 245806471 74.8500975352064 0.84 "rs1144811" 0.84
1 "C1orf151" 77 1000 19796053 19827761 70.0415370370698 0.7 "rs10489858" 0.7
1 "C1orf156" 148 1000 168028295 168030655 130.526699192603 0.846 "rs10919246" 0.846
1 "C1orf157" 95 1000 202268197 202277011 101.63441973377 0.302 "rs12023823" 0.302
1 "C1orf159" 53 1000 1007060 1041599 49.5062688155486 0.611 "rs10907183" 0.611
1 "C1orf161" 62 1000 116455898 116479384 60.1198217837955 0.544 "rs10489749" 0.544
1 "C1orf163" 87 1000 52925101 52936626 79.5582324354798 0.702 "rs6675099" 0.702
1 "C1orf173" 201 1e+06 74806382 74912010 269.147729992068 0.000939 "rs10518473" 0.000939
1 "C1orf174" 80 1000 3795556 3806709 84.4614750764918 0.345 "rs16824230" 0.345
1 "C1orf175" 192 1000 54880031 54948527 189.767710707381 0.532 "rs501260" 0.532
1 "C1orf176" 72 1000 40747019 40754801 63.2690361929287 0.759 "rs17403513" 0.759
1 "C1orf182" 72 1000 154573728 154583409 67.8109401613195 0.618 "rs11264479" 0.618
1 "C1orf183" 143 1e+05 112069892 112099942 177.174186814792 0.02757 "rs7536042" 0.02757
1 "C1orf189" 56 1000 152438471 152445433 37.7300453000763 0.971 "rs3811454" 0.971
1 "C1orf192" 86 1000 159601144 159604288 78.5630557153056 0.703 "rs12140361" 0.703
1 "C1orf198" 130 1000 229039488 229070900 138.239693489698 0.294 "rs11584791" 0.294
1 "C1orf21" 283 1e+05 182622772 182864778 314.595476938313 0.0952 "rs6701227" 0.0952
1 "C1orf210" 89 1000 43520143 43523837 87.1062355356187 0.537 "rs12566247" 0.537
1 "C1orf212" 83 1000 35091710 35097932 95.5805098302653 0.163 "rs7529768" 0.163
1 "C1orf213" 64 1e+05 23568050 23570866 83.4137634771457 0.05203 "rs2298633" 0.05203
1 "C1orf216" 33 1e+05 35952063 35957377 49.1037709203529 0.0353 "rs6670539" 0.0353
1 "C1orf222" 49 1000 1843255 1849228 48.606297456439 0.489 "rs2144687" 0.489
1 "C1orf25" 60 1000 183353840 183392739 70.927249181268 0.158 "rs7519019" 0.158
1 "C1orf26" 92 1e+05 183392814 183527536 113.033557812585 0.06754 "rs6682891" 0.06754
1 "C1orf32" 93 1000 165154619 165211185 108.999117920518 0.123 "rs2871973" 0.123
1 "C1orf35" 35 1000 226355050 226357645 29.7370018116772 0.72 "rs766972" 0.72
1 "C1orf51" 66 1e+05 148521852 148526125 82.1288057187364 0.08685 "rs10494266" 0.08685
1 "C1orf52" 124 1000 85490243 85497913 128.617245222219 0.37 "rs11585614" 0.37
1 "C1orf54" 68 1e+06 148511821 148519951 412.162232676734 0 "rs10494266" 1e-50
1 "C1orf55" 52 1000 224237025 224253689 57.8898066993717 0.267 "rs3007716" 0.267
1 "C1orf57" 89 1000 231152992 231180842 53.385626546924 0.999 "rs17452776" 0.999
1 "C1orf58" 44 1000 220952528 220972729 36.3778485411481 0.786 "rs4256814" 0.786
1 "C1orf61" 73 1000 154640678 154665808 60.4911678133146 0.852 "rs11264479" 0.852
1 "C1orf63" 11 1e+05 25441326 25446572 18.6874418413263 0.06694 "rs4520361" 0.06694
1 "C1orf64" 117 1000 16203317 16205771 121.675523577846 0.365 "rs7516754" 0.365
1 "C1orf65" 87 1e+05 221633390 221635435 113.937010823118 0.02793 "rs6679661" 0.02793
1 "C1orf66" 65 1000 154964901 154973365 71.9418091559616 0.259 "rs3795737" 0.259
1 "C1orf67" 96 1000 223183985 223222249 99.4261550435156 0.385 "rs10915741" 0.385
1 "C1orf69" 62 1000 226420051 226436581 51.373756611949 0.83 "rs2313600" 0.83
1 "C1orf74" 144 1000 208022284 208024513 145.774052147097 0.443 "rs17015309" 0.443
1 "C1orf77" 45 1000 151873148 151884603 37.5773825287556 0.776 "rs10908420" 0.776
1 "C1orf83" 133 1e+05 54291861 54338004 173.74502065992 0.01015 "rs12078845" 0.01015
1 "C1orf84" 64 1000 43628142 43645152 72.1725683588594 0.226 "rs12129487" 0.226
1 "C1orf85" 78 1e+05 154529107 154532073 96.4265283969209 0.07703 "rs11264463" 0.07703
1 "C1orf9" 118 1000 170768882 170847596 116.912274408199 0.511 "rs985320" 0.511
1 "C1orf93" 58 1000 2508108 2512762 61.9844719567614 0.336 "rs6698817" 0.336
1 "C1QA" 110 1000 22835704 22838762 103.852997819004 0.647 "rs12088436" 0.647
1 "C1QC" 108 1000 22842704 22847190 104.735250387218 0.571 "rs12088436" 0.571
1 "C8A" 169 1000 57093066 57156482 184.81084311853 0.192 "rs947639" 0.192
1 "CA6" 133 1000 8928508 8957735 130.666782376938 0.541 "rs12031065" 0.541
1 "CACNA1S" 274 1000 199275262 199348317 244.583593089965 0.899 "rs12123633" 0.899
1 "CADM3" 82 1000 157408000 157439556 66.5079012145009 0.893 "rs2518570" 0.893
1 "CALML6" 51 1e+05 1836125 1838593 82.4629197339915 0.00346 "rs2144687" 0.00346
1 "CAMK1G" 166 1000 207823667 207853907 163.87843052181 0.532 "rs2236894" 0.532
1 "CAMSAP1L1" 175 1000 198975308 199096454 174.708403435177 0.492 "rs2271017" 0.492
1 "CAMTA1" 1108 1e+05 6767970 7752351 1180.2754803078 0.0646 "rs2134318" 0.0646
1 "CAP1" 118 1000 40278841 40310908 122.073801509316 0.38 "rs6600312" 0.38
1 "CAPN2" 154 1e+05 221966741 222030343 183.867066812862 0.05048 "rs10916022" 0.05048
1 "CAPN9" 288 1000 228949752 229004372 297.668748112732 0.335 "rs2478516" 0.335
1 "CAPZA1" 79 1000 112963597 113015764 78.3029944036125 0.501 "rs954679" 0.501
1 "CASP9" 128 1000 15691381 15723377 142.630401687877 0.178 "rs4661627" 0.178
1 "CASQ2" 278 1000 116044148 116112949 249.907795076567 0.886 "rs12737612" 0.886
1 "CASQ2" 278 1000 116044148 116112949 249.907795076567 0.886 "rs12737612" 0.886
1 "CASZ1" 161 1e+05 10619252 10779294 205.35657677586 0.01039 "rs17416005" 0.01039
1 "CC2D1B" 27 1e+06 52588854 52604452 56.3373637231142 0.00078 "rs2753399" 0.00078
1 "CCDC18" 118 1000 93418507 93516856 130.232889010351 0.208 "rs1060622" 0.208
1 "CCDC21" 187 1000 26433279 26477886 177.972431390981 0.67 "rs11809207" 0.67
1 "CCDC23" 69 1000 43045319 43055510 79.6911052615041 0.178 "rs11801074" 0.178
1 "CCDC28B" 32 1000 32438788 32443578 35.7145556352179 0.298 "rs2291063" 0.298
1 "CD164L2" 45 1000 27578182 27582392 43.0004501218804 0.557 "rs4970520" 0.557
1 "CD1A" 63 1000 156490550 156494682 51.5187436509008 0.849 "rs12407446" 0.849
1 "CD1B" 56 1000 156564363 156567945 41.3042740153568 0.929 "rs7545457" 0.929
1 "CD244" 129 1000 159066573 159099269 128.574954720023 0.494 "rs491061" 0.494
1 "CD247" 268 1000 165666500 165754471 263.102049042247 0.573 "rs858486" 0.573
1 "CD34" 133 1000 206126505 206151306 143.392466746775 0.254 "rs10863593" 0.254
1 "CD46" 95 1000 205992024 206035481 98.2942782298821 0.388 "rs1977265" 0.388
1 "CD48" 94 1000 158915159 158948209 87.7075044358043 0.663 "rs12077607" 0.663
1 "CD52" 135 1000 26516997 26519601 144.213288725914 0.278 "rs4659431" 0.278
1 "CD58" 75 1000 116858679 116915126 64.1046624825778 0.811 "rs6675211" 0.811
1 "CD5L" 113 1000 156067327 156078258 131.119865054389 0.117 "rs12044495" 0.117
1 "CDC20" 50 1e+05 43597212 43601460 79.4340372712924 0.00506 "rs11210834" 0.00506
1 "CDC42BPA" 618 1000 225244188 225572449 640.996574611143 0.253 "rs17606040" 0.253
1 "CDC42SE1" 58 1000 149290070 149298749 51.0863148166343 0.728 "rs3738478" 0.728
1 "CDC73" 133 1000 191357783 191487679 130.829302677768 0.537 "rs6682904" 0.537
1 "CDCA8" 134 1000 37930745 37947978 134.442564322029 0.473 "rs12139097" 0.473
1 "CDKN2C" 38 1e+05 51206954 51212897 50.066255176335 0.091 "rs6659011" 0.091
1 "CENPL" 28 1000 172035310 172060649 33.2684510963212 0.226 "rs941987" 0.226
1 "CEP350" 250 1e+06 178190530 178350638 333.584332467896 0.000317 "rs17279712" 0.000317
1 "CEPT1" 124 1000 111483771 111529247 96.8590513539653 0.966 "rs2182115" 0.966
1 "CFHR2" 68 1000 195179556 195194979 49.3401557328098 0.957 "rs7525447" 0.957
1 "CFHR5" 86 1000 195213289 195245426 81.838526207847 0.607 "rs9427657" 0.607
1 "CGN" 73 1000 149750485 149777791 61.6761657830363 0.825 "rs4970957" 0.825
1 "CHD5" 111 1000 6084439 6162770 96.9275974440456 0.827 "rs4908529" 0.827
1 "CHI3L2" 203 1000 111571803 111587585 205.539674987014 0.437 "rs2182115" 0.437
1 "CKS1B" 53 1e+05 153213837 153218346 67.0994627824113 0.09218 "rs4845402" 0.09218
1 "CLCA1" 175 1000 86707113 86738562 161.479815523998 0.76 "rs2753345" 0.76
1 "CLCA2" 177 1000 86662356 86694828 173.750056982589 0.555 "rs2753345" 0.555
1 "CLCNKB" 110 1000 16242833 16256390 101.480739371077 0.707 "rs9442228" 0.707
1 "CLDN19" 57 1000 42971350 42978512 31.9928031358949 0.997 "rs11809083" 0.997
1 "CLK2" 44 1000 153499282 153509905 35.4957790728501 0.816 "rs2990247" 0.816
1 "CLSPN" 43 1000 35974404 36008138 48.7134660723294 0.254 "rs6670539" 0.254
1 "CNIH3" 278 1e+05 222870801 222994872 316.153183921357 0.05735 "rs6690131" 0.05735
1 "CNKSR1" 113 1000 26376567 26388962 112.521912036365 0.495 "rs11809207" 0.495
1 "CNR2" 40 1000 24073046 24112404 33.8350304231112 0.743 "rs4285653" 0.743
1 "COG2" 268 1000 228844880 228896351 281.391871175605 0.275 "rs2478516" 0.275
1 "COL11A1" 474 1000 103114610 103346640 408.108580700478 0.987 "rs17127531" 0.987
1 "COL16A1" 110 1000 31890434 31942355 107.930164700002 0.538 "rs10798888" 0.538
1 "COL24A1" 664 1000 85967503 86394709 595.058043954852 0.974 "rs583315" 0.974
1 "COL9A2" 68 1000 40538749 40555526 52.6524124263203 0.915 "rs11207778" 0.915
1 "CPSF3L" 23 1000 1236827 1249909 9.87903161275261 0.992 "rs307380" 0.992
1 "CR1" 167 1000 205736095 205881733 174.902478006488 0.322 "rs6656401" 0.322
1 "CR2" 95 1000 205694292 205729863 101.062188933384 0.316 "rs6656401" 0.316
1 "CRABP2" 72 1000 154936029 154941999 62.3256239987741 0.785 "rs3795737" 0.785
1 "CREG1" 187 1e+05 165776874 165789680 215.714108868821 0.07367 "rs858486" 0.07367
1 "CRNN" 110 1000 150648342 150653352 103.891418552885 0.646 "rs7534742" 0.646
1 "CSF1" 99 1000 110254755 110273878 106.33886821472 0.289 "rs915357" 0.289
1 "CSF3R" 122 1000 36704230 36721096 126.958498389109 0.361 "rs3918019" 0.361
1 "CSMD2" 908 1000 33752195 34404030 960.163282606703 0.11181 "rs11584467" 0.11181
1 "CSRP1" 157 1000 199719282 199742873 156.466800274052 0.497 "rs6427908" 0.497
1 "CTBS" 130 1000 84792809 84812686 121.569216754627 0.689 "rs4906998" 0.689
1 "CTH" 104 1000 70649542 70677841 105.963463382024 0.428 "rs9804151" 0.428
1 "CTNNBIP1" 57 1000 9830920 9892903 61.5670831657241 0.316 "rs12068489" 0.316
1 "CTPS" 110 1000 41217593 41250822 115.502290356192 0.341 "rs4660181" 0.341
1 "CTSK" 44 1000 149035310 149047436 34.4343064077432 0.849 "rs10305748" 0.849
1 "CTSS" 64 1000 148969175 149004929 75.3417651737242 0.157 "rs6694531" 0.157
1 "CTTNBP2NL" 132 1000 112740382 112803739 124.162799123002 0.674 "rs2256883" 0.674
1 "CYB561D1" 78 1000 109838244 109843000 82.7877500045802 0.334 "rs10494041" 0.334
1 "CYP4A11" 31 1000 47167432 47179743 25.7757102447665 0.732 "rs6687264" 0.732
1 "CYP4B1" 76 1000 47037256 47057608 59.0302337522738 0.925 "rs6679068" 0.925
1 "CYP4X1" 76 1000 47261826 47289010 84.0381146988847 0.247 "rs9728169" 0.247
1 "DAB1" 1672 1000 57236166 58488799 1695.45240504003 0.339 "rs12022839" 0.339
1 "DARC" 60 1000 157441133 157442914 64.8307896068235 0.312 "rs863017" 0.312
1 "DARS2" 54 1000 172060580 172094305 42.7086289031735 0.866 "rs941987" 0.866
1 "DBT" 100 1000 100425065 100487997 109.474427255055 0.243 "rs499479" 0.243
1 "DCDC2B" 35 1000 32447281 32454384 35.7507109823786 0.433 "rs2291063" 0.433
1 "DCST2" 61 1000 153257626 153272881 48.5291595329304 0.876 "rs11264306" 0.876
1 "DDAH1" 320 1000 85556755 85703411 319.016996496497 0.505 "rs11585614" 0.505
1 "DDOST" 130 1000 20850846 20860624 136.260686972403 0.336 "rs2296223" 0.336
1 "DDX59" 138 1000 198879787 198905749 138.375356086928 0.475 "rs10919982" 0.475
1 "DEDD" 56 1000 159357391 159369102 67.0567383733928 0.148 "rs1128750" 0.148
1 "DENND2C" 87 1e+05 114928718 115014255 124.348278363456 0.005329 "rs222495" 0.005329
1 "DENND2D" 132 1e+06 111531323 111544804 539.889481369522 0 "rs2182115" 1e-50
1 "DENND4B" 52 1000 152168600 152185778 57.0784235810704 0.292 "rs10494303" 0.292
1 "DEPDC1" 161 1000 68712422 68735387 179.36310082561 0.153 "rs12076787" 0.153
1 "DFFB" 139 1000 3763704 3791853 133.316781343958 0.62 "rs7511793" 0.62
1 "DHDDS" 84 1000 26631388 26670382 57.8154300269987 0.987 "rs17261915" 0.987
1 "DHRS3" 139 1000 12550525 12600407 159.496655927245 0.11254 "rs11121950" 0.11254
1 "DIRAS3" 70 1e+05 68284232 68289048 96.0374850743965 0.02119 "rs11209203" 0.02119
1 "DLGAP3" 96 1000 35103623 35143571 93.0244284655466 0.567 "rs12038040" 0.567
1 "DMAP1" 42 1000 44451711 44458938 50.1354493308828 0.182 "rs12095424" 0.182
1 "DMRTB1" 87 1000 53697659 53705746 80.1970923898421 0.684 "rs1298637" 0.684
1 "DNAJC6" 253 1000 65503017 65654140 249.352816206158 0.553 "rs2375702" 0.553
1 "DNAJC8" 68 1e+05 28399376 28432129 93.6176975456714 0.02145 "rs313990" 0.02145
1 "DNASE2B" 145 1000 84636802 84653279 143.398854521795 0.522 "rs17131635" 0.522
1 "DNM3" 560 1000 170077260 170648480 583.9567706775 0.234 "rs9425586" 0.234
1 "DNTTIP2" 74 1000 94107923 94117330 58.9592602667042 0.899 "rs10489605" 0.899
1 "DPH5" 75 1000 101227768 101263950 66.1663132348751 0.757 "rs6698798" 0.757
1 "DPT" 177 1000 166931329 166965052 183.666893040729 0.35 "rs2207216" 0.35
1 "DUSP12" 165 1000 159986204 159993576 173.644898349532 0.307 "rs12044611" 0.307
1 "E2F2" 74 1000 23705508 23730300 57.409545717411 0.923 "rs2229297" 0.923
1 "ECE1" 187 1e+05 21416326 21544621 236.247229416497 0.00852 "rs212525" 0.00852
1 "ECHDC2" 41 1000 53134491 53160034 43.9678987936495 0.347 "rs1044365" 0.347
1 "EFCAB7" 100 1000 63761855 63810952 116.585666378314 0.123 "rs11208225" 0.123
1 "EFNA3" 66 1e+06 153317971 153326638 106.235355732709 0.001242 "rs11264306" 0.001242
1 "EFNA4" 65 1000 153302836 153308653 55.0037586067167 0.807 "rs11264306" 0.807
1 "EIF2B3" 146 1000 45089036 45224869 164.365618371109 0.142 "rs12407290" 0.142
1 "EIF3I" 34 1000 32460557 32469792 24.4512066851419 0.886 "rs2291063" 0.886
1 "EIF4G3" 218 1000 21005560 21375927 221.731247615034 0.417 "rs9426736" 0.417
1 "ELA2B" 118 1e+05 15675182 15690482 145.485947733813 0.04371 "rs4661627" 0.04371
1 "ELA3A" 81 1000 22200735 22211622 82.5891742998184 0.43 "rs3820285" 0.43
1 "ELAVL4" 120 1000 50347224 50439643 128.999604226083 0.271 "rs1467726" 0.271
1 "ELK4" 117 1e+05 203851857 203868623 143.273325081054 0.04984 "rs7521095" 0.04984
1 "ENO1" 72 1000 8843649 8861367 83.7084309747289 0.163 "rs7546225" 0.163
1 "EPHA10" 154 1000 37954232 38003411 135.478468933191 0.856 "rs12139097" 0.856
1 "EPHA2" 87 1000 16323418 16355151 85.9069636661578 0.513 "rs4661709" 0.513
1 "EPHA8" 114 1000 22762590 22802674 103.351048976585 0.753 "rs4655085" 0.753
1 "EPHB2" 240 1000 22909917 23114410 240.54253120614 0.478 "rs6683698" 0.478
