"Chr" "Gene" "nSNPs" "nSims" "Start" "Stop" "Test" "Pvalue" "Best-SNP" "SNP-pvalue"
1 "AHCTF1" 107 1000 245069024 245148302 100.12762231388 0.668 "rs12691532" 0.668
1 "AHCYL1" 78 1000 110328830 110367887 64.2712924536057 0.868 "rs1018738" 0.868
1 "AHDC1" 38 1e+05 27733342 27802730 59.056600614518 0.01587 "rs4908343" 0.01587
1 "AIDA" 5 1000 220907977 220952487 0.875072213463973 0.972 "rs6683071" 0.972
1 "AIM1L" 139 1000 26520936 26543030 155.682305447937 0.158 "rs7531698" 0.158
1 "AJAP1" 363 1000 4614964 4743711 365.111663161753 0.459 "rs7524648" 0.459
1 "AK2" 54 1000 33246172 33275079 56.5772009566993 0.379 "rs979383" 0.379
1 "AK3L1" 133 1000 65385819 65465763 96.2927150506305 0.993 "rs17127415" 0.993
1 "AK5" 419 1000 77520329 77798242 424.723690471787 0.413 "rs17381664" 0.413
1 "AKIRIN1" 56 1000 39229503 39243566 52.9515079133764 0.591 "rs1984600" 0.591
1 "AKR1A1" 55 1000 45789084 45808308 28.1731118625383 0.999 "rs2088102" 0.999
1 "AKR7A2" 88 1000 19503048 19511227 101.016729156397 0.162 "rs4483432" 0.162
1 "ALDH4A1" 78 1000 19070512 19101659 64.3225034885256 0.867 "rs6662718" 0.867
1 "ALDH9A1" 181 1000 163898072 163934524 178.053629421117 0.548 "rs4657468" 0.548
1 "ALG14" 157 1000 95220884 95311071 164.79857973753 0.319 "rs12129041" 0.319
1 "ALPL" 181 1000 21708444 21777492 163.845222910394 0.815 "rs729648" 0.815
1 "ALX3" 68 1000 110404519 110414845 56.4950599149886 0.839 "rs4839135" 0.839
1 "AMIGO1" 72 1000 109850968 109853859 82.7744697961213 0.181 "rs7550711" 0.181
1 "AMPD1" 67 1000 115017244 115039699 61.6104459950231 0.663 "rs1484835" 0.663
1 "AMPD2" 69 1000 109963981 109976200 53.1430265819206 0.921 "rs17024258" 0.921
1 "AMY1A-3" 18 1000 104093801 104102834 25.8600998580135 0.103 "rs11590305" 0.103
1 "AMY1B-1" 3 1000 103999847 104008695 2.52940707935127 0.47 "rs11577592" 0.47
1 "AMY1C-1" 3 1000 103999825 104008695 1.10030688859625 0.777 "rs11577592" 0.777
1 "AMY1C-3" 18 1000 104093963 104102833 13.9244934891414 0.734 "rs11590305" 0.734
1 "AMY2A" 11 1000 103961521 103969923 6.72366303808467 0.821 "rs11577592" 0.821
1 "AMY2B" 20 1000 103898844 103923672 6.51441138666852 0.998 "rs17014913" 0.998
1 "ANGEL2" 54 1000 211232146 211255791 65.2184854142543 0.141 "rs3124668" 0.141
1 "ANGPTL3" 41 1e+05 62835774 62843768 53.9638012050257 0.08448 "rs4915846" 0.08448
1 "ANKRD13C" 77 1000 70497272 70593005 78.9189641137486 0.418 "rs7523188" 0.418
1 "ANKRD35" 37 1000 144260565 144279883 31.2023673886634 0.737 "rs17352281" 0.737
1 "ANXA9" 69 1000 149221122 149234738 71.3367548249722 0.4 "rs2091219" 0.4
1 "AOF2" 52 1000 23218532 23282771 48.9397203858382 0.595 "rs1983965" 0.595
1 "APITD1" 62 1000 10412745 10434797 53.847682877435 0.76 "rs11121556" 0.76
1 "APOA1BP" 77 1000 154828181 154830715 63.8107165944501 0.859 "rs1171573" 0.859
1 "APOA2" 86 1000 159458706 159460042 89.4556811524619 0.378 "rs2501866" 0.378
1 "ARF1" 41 1000 226336983 226353536 41.7977441619509 0.436 "rs2298013" 0.436
1 "ARHGAP29" 135 1000 94407050 94475895 126.816075258919 0.68 "rs11802196" 0.68
1 "ARHGAP30" 76 1000 159283355 159306384 57.9249010178301 0.939 "rs1128750" 0.939
1 "ARHGEF10L" 176 1000 17738916 17896957 175.099260003506 0.505 "rs260514" 0.505
1 "ARHGEF11" 208 1000 155171255 155281786 200.280873760116 0.637 "rs12136960" 0.637
1 "ARHGEF16" 56 1e+05 3361006 3387537 73.4491212528539 0.05882 "rs2493292" 0.05882
1 "ARHGEF19" 75 1000 16397185 16411691 74.3954948618624 0.498 "rs10489599" 0.498
1 "ARID1A" 26 1000 26895108 26981188 24.2967686323737 0.559 "rs12735646" 0.559
1 "ARID4B" 132 1000 233396832 233558155 138.12975723393 0.34 "rs6660211" 0.34
1 "ARL8A" 105 1e+05 200368599 200380489 125.334986835482 0.08581 "rs11590076" 0.08581
1 "ARNT" 52 1000 149048809 149115810 0 1 "rs12410869" 1
1 "ARV1" 88 1000 229181445 229203102 102.65744464012 0.136 "rs11122200" 0.136
1 "ASB17" 128 1000 76157147 76170704 117.577488960477 0.735 "rs5745513" 0.735
1 "ASH1L" 52 1000 153571675 153798948 43.8183567213811 0.783 "rs1325908" 0.783
1 "ASPM" 122 1e+05 195319879 195382447 160.587664735497 0.01098 "rs6676084" 0.01098
1 "ASTN1" 372 1000 175096825 175400647 340.989473419504 0.874 "rs1022523" 0.874
1 "ATAD3B" 12 1000 1397026 1421445 8.45061402171077 0.749 "rs6690515" 0.749
1 "ATF6" 377 1000 160002707 160195476 387.9909361712 0.337 "rs7523246" 0.337
1 "ATG4C" 158 1000 63022390 63102638 165.825149908518 0.319 "rs2780877" 0.319
1 "ATP13A2" 68 1000 17185039 17210854 64.0304099108384 0.614 "rs7513616" 0.614
1 "ATP1A1" 62 1000 116717358 116748919 67.1870714307334 0.304 "rs850612" 0.304
1 "ATP1B1" 189 1000 167342570 167368584 169.164821877407 0.847 "rs1200130" 0.847
1 "ATP5F1" 112 1000 111793265 111806048 112.083741576868 0.48 "rs7544118" 0.48
1 "ATPAF1" 122 1000 46870997 46906686 91.5453471296668 0.982 "rs1258000" 0.982
1 "ATPIF1" 69 1000 28435197 28437198 43.03429463963 0.994 "rs558189" 0.994
1 "ATXN7L2" 72 1000 109828083 109836879 67.9016359492254 0.615 "rs7550711" 0.615
1 "AURKAIP1" 1 1e+05 1298972 1300681 4.9727282188547 0.02575 "rs2649588" 0.02575
1 "B3GALNT2" 128 1000 233679867 233734404 107.12785471943 0.91 "rs4659520" 0.91
1 "B3GALT2" 52 1000 191414798 191422347 58.9992203826306 0.235 "rs1408830" 0.235
1 "B3GALT6" 33 1000 1157491 1160283 31.6954326398193 0.532 "rs6685064" 0.532
1 "BAI2" 64 1000 31965304 32002235 71.8898733610179 0.233 "rs10914465" 0.233
1 "BAT2D1" 210 1000 169721289 169829273 0 1 "rs235509" 1
1 "BATF3" 85 1000 210926382 210939950 83.1669332070925 0.536 "rs2501846" 0.536
1 "BCAN" 87 1e+05 154878363 154895944 122.462730618773 0.00734 "rs6668178" 0.00734
1 "BCAR3" 112 1000 93799936 93919973 100.210938816346 0.78 "rs907784" 0.78
1 "BCAS2" 46 1000 114911703 114925788 31.2929726281467 0.952 "rs12128188" 0.952
1 "BCL10" 135 1000 85504047 85516171 127.645650578211 0.661 "rs12043505" 0.661
1 "BCL9" 194 1000 145479805 145564639 218.457991698397 0.11 "rs688325" 0.11
1 "BEST4" 46 1e+05 45021843 45026013 63.8608003584157 0.04165 "rs12737559" 0.04165
1 "BGLAP" 65 1000 154478574 154479736 67.7053560204009 0.385 "rs1052067" 0.385
1 "BLZF1" 143 1000 167603817 167632404 120.428408176704 0.915 "rs7556463" 0.915
1 "BOLA1" 22 1e+05 148137824 148138969 34.5790351289073 0.04285 "rs1868992" 0.04285
1 "BRDT" 87 1000 92187515 92252573 87.492962856214 0.465 "rs4261158" 0.465
1 "BRP44" 57 1000 166153933 166171857 56.3879152976792 0.498 "rs203818" 0.498
1 "BSND" 138 1000 55237204 55247053 149.369581821555 0.24 "rs529787" 0.24
1 "BTF3L4" 55 1000 52294560 52326650 49.305866150873 0.691 "rs7530349" 0.691
1 "BTG2" 97 1000 201541286 201545352 78.2956230215487 0.918 "rs7543148" 0.918
1 "C1orf101" 206 1000 242691315 242870285 206.555660034926 0.476 "rs3006029" 0.476
1 "C1orf104" 23 1e+05 153556874 153560562 42.2799696180121 0.00842 "rs4971072" 0.00842
1 "C1orf105" 164 1000 170656452 170704589 169.305338390285 0.372 "rs4916255" 0.372
1 "C1orf106" 92 1000 199127291 199151486 104.262743625015 0.18 "rs1472713" 0.18
1 "C1orf107" 123 1000 208067955 208097531 106.714400953136 0.852 "rs1883332" 0.852
1 "C1orf109" 123 1e+05 37919828 37928779 168.628541229892 0.00399 "rs11590990" 0.00399
1 "C1orf110" 177 1e+05 161090710 161105229 208.860375423361 0.0509 "rs10917632" 0.0509
1 "C1orf111" 165 1000 160610138 160613268 179.653478155887 0.206 "rs1858233" 0.206
1 "C1orf122" 24 1000 38046555 38047713 22.6589217820697 0.54 "rs766588" 0.54
1 "C1orf124" 59 1000 229540304 229556612 56.2907573312096 0.576 "rs12047385" 0.576
1 "C1orf125" 315 1000 177601737 177790493 328.942295485912 0.283 "rs7531307" 0.283
1 "C1orf127" 98 1000 10929119 10946845 75.6909698261198 0.954 "rs11121660" 0.954
1 "C1orf129" 152 1000 169171259 169234570 164.731848817437 0.227 "rs4656817" 0.227
1 "C1orf130" 82 1000 24755188 24808403 85.3940254769836 0.377 "rs196433" 0.377
1 "C1orf135" 59 1000 26033083 26058435 67.3113615062655 0.214 "rs12037513" 0.214
1 "C1orf14" 96 1000 181135622 181189176 94.4025188138366 0.527 "rs12146099" 0.527
1 "C1orf142" 73 1000 225989319 226035550 83.9009611813973 0.18 "rs4341357" 0.18
1 "C1orf144" 59 1000 16566169 16597227 51.4493335438986 0.747 "rs9629265" 0.747
1 "C1orf146" 67 1000 92456160 92483955 55.0675808466928 0.851 "rs565156" 0.851
1 "C1orf150" 82 1000 245779073 245806471 56.9765935112317 0.984 "rs12725470" 0.984
1 "C1orf151" 70 1000 19796053 19827761 71.7680523490798 0.419 "rs17363660" 0.419
1 "C1orf156" 144 1000 168028295 168030655 165.712830416996 0.104 "rs10489177" 0.104
1 "C1orf157" 94 1000 202268197 202277011 91.0831747235632 0.566 "rs12120627" 0.566
1 "C1orf159" 40 1000 1007060 1041599 19.0321154923791 0.998 "rs11579015" 0.998
1 "C1orf161" 52 1000 116455898 116479384 28.3063165014432 0.997 "rs10923970" 0.997
1 "C1orf163" 82 1000 52925101 52936626 85.2902091160823 0.38 "rs269324" 0.38
1 "C1orf173" 200 1000 74806382 74912010 176.60551930681 0.882 "rs1514177" 0.882
1 "C1orf174" 74 1000 3795556 3806709 74.710872472433 0.455 "rs10797357" 0.455
1 "C1orf175" 171 1000 54880031 54948527 189.842315959447 0.154 "rs494109" 0.154
1 "C1orf176" 69 1000 40747019 40754801 60.41306656052 0.76 "rs2362438" 0.76
1 "C1orf182" 63 1e+05 154573728 154583409 91.9082088066219 0.01019 "rs7551218" 0.01019
1 "C1orf183" 136 1000 112069892 112099942 149.401013809948 0.204 "rs1546924" 0.204
1 "C1orf189" 48 1000 152438471 152445433 48.0209461699381 0.472 "rs10737174" 0.472
1 "C1orf192" 83 1000 159601144 159604288 70.1844346903254 0.841 "rs12140361" 0.841
1 "C1orf198" 138 1000 229039488 229070900 92.295769306609 0.999 "rs16852673" 0.999
1 "C1orf21" 260 1e+05 182622772 182864778 295.439852288627 0.06456 "rs16823149" 0.06456
1 "C1orf210" 80 1000 43520143 43523837 74.4845661709951 0.653 "rs3806402" 0.653
1 "C1orf212" 66 1000 35091710 35097932 54.2446815267841 0.849 "rs6425920" 0.849
1 "C1orf213" 67 1000 23568050 23570866 38.4831121420652 0.998 "rs6666439" 0.998
1 "C1orf216" 29 1000 35952063 35957377 38.4332737514545 0.113 "rs756159" 0.113
1 "C1orf222" 27 1000 1843255 1849228 29.936822730335 0.317 "rs10907193" 0.317
1 "C1orf25" 51 1000 183353840 183392739 51.3482127702611 0.46 "rs1544052" 0.46
1 "C1orf26" 76 1000 183392814 183527536 88.597734544807 0.153 "rs1544052" 0.153
1 "C1orf32" 72 1000 165154619 165211185 66.7104081027936 0.654 "rs16858259" 0.654
1 "C1orf35" 32 1000 226355050 226357645 28.2287725574878 0.658 "rs2298013" 0.658
1 "C1orf51" 63 1000 148521852 148526125 57.438161401718 0.674 "rs1260407" 0.674
1 "C1orf52" 119 1000 85490243 85497913 109.812884520072 0.715 "rs12032582" 0.715
1 "C1orf54" 65 1e+06 148511821 148519951 405.62543419779 0 "rs698914" 1e-50
1 "C1orf55" 46 1000 224237025 224253689 31.6503586858462 0.947 "rs2816335" 0.947
1 "C1orf57" 75 1000 231152992 231180842 87.92322838488 0.146 "rs12057200" 0.146
1 "C1orf58" 3 1000 220952528 220972729 0.610606599044389 0.894 "rs6683071" 0.894
1 "C1orf61" 70 1000 154640678 154665808 85.1492582487793 0.105 "rs11264483" 0.105
1 "C1orf63" 9 1000 25441326 25446572 10.0183712748156 0.349 "rs7415034" 0.349
1 "C1orf64" 94 1e+05 16203317 16205771 113.198391162842 0.08649 "rs945403" 0.08649
1 "C1orf65" 75 1000 221633390 221635435 59.4273665815796 0.906 "rs12044202" 0.906
1 "C1orf66" 54 1000 154964901 154973365 60.147784626633 0.263 "rs3935541" 0.263
1 "C1orf67" 91 1000 223183985 223222249 78.4022336529994 0.824 "rs7512505" 0.824
1 "C1orf69" 55 1000 226420051 226436581 46.6854625823672 0.78 "rs2298013" 0.78
1 "C1orf71" 146 1000 244796428 244897049 133.730322063356 0.758 "rs6689740" 0.758
1 "C1orf74" 135 1e+05 208022284 208024513 183.431101059021 0.003533 "rs12080691" 0.003533
1 "C1orf77" 29 1000 151873148 151884603 33.9798097482595 0.24 "rs3891075" 0.24
1 "C1orf83" 125 1000 54291861 54338004 108.266598923921 0.857 "rs10158824" 0.857
1 "C1orf84" 52 1000 43628142 43645152 46.878160081678 0.675 "rs839756" 0.675
1 "C1orf9" 109 1000 170768882 170847596 104.276518492571 0.61 "rs2859228" 0.61
1 "C1orf93" 47 1000 2508108 2512762 41.0598381470371 0.716 "rs2281852" 0.716
1 "C1orf96" 56 1000 227523374 227545311 47.2544063901752 0.791 "rs1581912" 0.791
1 "C1QA" 105 1000 22835704 22838762 112.484699561795 0.291 "rs12722729" 0.291
1 "C1QC" 106 1000 22842704 22847190 113.169552403231 0.299 "rs12722729" 0.299
1 "C8A" 150 1e+05 57093066 57156482 190.685524076664 0.01381 "rs947639" 0.01381
1 "CA6" 131 1000 8928508 8957735 118.520085432005 0.775 "rs6682376" 0.775
1 "CACNA1S" 278 1000 199275262 199348317 252.16478449492 0.865 "rs12404542" 0.865
1 "CADM3" 82 1000 157408000 157439556 78.5964997434641 0.586 "rs863002" 0.586
1 "CALML6" 29 1000 1836125 1838593 37.4525190013546 0.135 "rs4648592" 0.135
1 "CAMK1G" 153 1000 207823667 207853907 146.661745661806 0.629 "rs2282735" 0.629
1 "CAMSAP1L1" 161 1000 198975308 199096454 158.63219707531 0.538 "rs6427847" 0.538
1 "CAMTA1" 1085 1000 6767970 7752351 1087.37324544618 0.474 "rs12755217" 0.474
1 "CAP1" 119 1000 40278841 40310908 110.872367993521 0.69 "rs4630120" 0.69
1 "CAPN2" 147 1000 221966741 222030343 124.203444443585 0.914 "rs12757286" 0.914
1 "CAPN9" 285 1000 228949752 229004372 285.111379101354 0.487 "rs12091328" 0.487
1 "CAPZA1" 76 1000 112963597 113015764 70.0667102761663 0.67 "rs12048528" 0.67
1 "CASP9" 127 1000 15691381 15723377 114.257184274858 0.784 "rs6700212" 0.784
1 "CASQ2" 276 1000 116044148 116112949 274.9221385447 0.507 "rs11590278" 0.507
1 "CASZ1" 140 1000 10619252 10779294 132.12160614708 0.67 "rs12059484" 0.67
1 "CC2D1B" 35 1e+05 52588854 52604452 47.1143770547587 0.08289 "rs4319263" 0.08289
1 "CCDC18" 108 1000 93418507 93516856 89.1148125169419 0.907 "rs670254" 0.907
1 "CCDC21" 181 1000 26433279 26477886 188.923428046528 0.328 "rs11247864" 0.328
1 "CCDC23" 67 1000 43045319 43055510 65.1567336899653 0.541 "rs6700677" 0.541
1 "CCDC28B" 28 1000 32438788 32443578 15.1327820037383 0.977 "rs1407134" 0.977
1 "CD164L2" 38 1000 27578182 27582392 25.6973982142632 0.936 "rs11548323" 0.936
1 "CD1A" 35 1000 156490550 156494682 22.1531172117136 0.955 "rs3138099" 0.955
1 "CD1B" 49 1000 156564363 156567945 41.8123296322107 0.757 "rs3138099" 0.757
1 "CD244" 114 1000 159066573 159099269 94.6606084124471 0.906 "rs560681" 0.906
1 "CD247" 248 1000 165666500 165754471 251.448081187642 0.427 "rs9660922" 0.427
1 "CD34" 110 1000 206126505 206151306 116.350069279354 0.321 "rs694874" 0.321
1 "CD46" 77 1000 205992024 206035481 60.3461063881186 0.919 "rs12144906" 0.919
1 "CD48" 68 1000 158915159 158948209 60.1148082728169 0.741 "rs3766364" 0.741
1 "CD52" 131 1000 26516997 26519601 148.554762415455 0.14 "rs7531698" 0.14
1 "CD58" 64 1000 116858679 116915126 71.6912696281119 0.238 "rs12406751" 0.238
1 "CD5L" 115 1000 156067327 156078258 121.637706304641 0.318 "rs2065883" 0.318
1 "CDC20" 38 1000 43597212 43601460 39.2416611338428 0.414 "rs839756" 0.414
1 "CDC42BPA" 605 1000 225244188 225572449 564.402846280399 0.88 "rs11799772" 0.88
1 "CDC42SE1" 62 1000 149290070 149298749 45.1441449801204 0.947 "rs6676190" 0.947
1 "CDC73" 118 1000 191357783 191487679 113.381144910245 0.603 "rs6428157" 0.603
1 "CDCA8" 130 1000 37930745 37947978 91.2509612477343 0.996 "rs11590990" 0.996
1 "CDKN2C" 36 1000 51206954 51212897 24.3051122834862 0.931 "rs12078434" 0.931
1 "CENPL" 25 1e+05 172035310 172060649 39.8158117858941 0.03046 "rs12138617" 0.03046
1 "CEP350" 242 1000 178190530 178350638 248.934180696266 0.366 "rs539181" 0.366
1 "CEPT1" 122 1e+05 111483771 111529247 149.593362293486 0.04547 "rs2297702" 0.04547
1 "CFHR2" 70 1000 195179556 195194979 85.223666198325 0.104 "rs10922152" 0.104
1 "CFHR5" 87 1000 195213289 195245426 94.3820835341167 0.276 "rs12140782" 0.276
1 "CGN" 72 1000 149750485 149777791 54.8355910306768 0.934 "rs7526319" 0.934
1 "CHD5" 79 1000 6084439 6162770 75.7422012978524 0.583 "rs3789529" 0.583
1 "CKS1B" 37 1e+05 153213837 153218346 52.7183295585662 0.04519 "rs705094" 0.04519
1 "CLCA1" 157 1000 86707113 86738562 146.606342360903 0.713 "rs1334149" 0.713
1 "CLCA2" 155 1000 86662356 86694828 165.85342523308 0.261 "rs1334149" 0.261
1 "CLCNKB" 89 1000 16242833 16256390 91.2169676914786 0.415 "rs11804968" 0.415
1 "CLDN19" 50 1000 42971350 42978512 36.6213503944654 0.921 "rs6700677" 0.921
1 "CLK2" 37 1000 153499282 153509905 22.0002354241451 0.976 "rs4971072" 0.976
1 "CLSPN" 35 1000 35974404 36008138 42.6229162462265 0.176 "rs756159" 0.176
1 "CNIH3" 286 1000 222870801 222994872 268.274532745583 0.767 "rs12118224" 0.767
1 "CNKSR1" 106 1000 26376567 26388962 108.784052380794 0.407 "rs4281320" 0.407
1 "CNR2" 15 1000 24073046 24112404 12.4200042872092 0.647 "rs2070953" 0.647
1 "COG2" 255 1000 228844880 228896351 247.623736652038 0.618 "rs4847002" 0.618
1 "COL11A1" 472 1e+05 103114610 103346640 523.524578985318 0.05039 "rs11164682" 0.05039
1 "COL16A1" 107 1000 31890434 31942355 98.95255962326 0.698 "rs12032291" 0.698
1 "COL24A1" 647 1000 85967503 86394709 657.760623604456 0.376 "rs12742187" 0.376
1 "COL9A2" 53 1000 40538749 40555526 45.4448222428073 0.76 "rs2284447" 0.76
1 "CPSF3L" 10 1000 1236827 1249909 15.3444303857069 0.12 "rs6685064" 0.12
1 "CR1" 171 1000 205736095 205881733 169.548516483532 0.517 "rs17259045" 0.517
1 "CR2" 111 1e+05 205694292 205729863 133.699127930677 0.07017 "rs12132034" 0.07017
1 "CRABP2" 63 1000 154936029 154941999 68.3350936425593 0.301 "rs3935541" 0.301
1 "CREG1" 173 1000 165776874 165789680 181.10670453075 0.321 "rs1799704" 0.321
1 "CRNN" 112 1000 150648342 150653352 117.26373628099 0.348 "rs12746023" 0.348
1 "CSF1" 100 1000 110254755 110273878 90.7076573934444 0.736 "rs7367132" 0.736
1 "CSF3R" 120 1000 36704230 36721096 77.7551404253091 0.999 "rs6702784" 0.999
1 "CSMD2" 876 1000 33752195 34404030 867.763031691559 0.572 "rs1407122" 0.572
1 "CSRP1" 147 1000 199719282 199742873 124.492676132236 0.911 "rs1998920" 0.911
1 "CTBS" 120 1000 84792809 84812686 125.816989026352 0.34 "rs6681870" 0.34
1 "CTH" 100 1000 70649542 70677841 72.385130266099 0.983 "rs12564563" 0.983
1 "CTNNBIP1" 51 1000 9830920 9892903 50.940618200959 0.476 "rs1660742" 0.476
1 "CTPS" 107 1000 41217593 41250822 115.057144749079 0.28 "rs12410096" 0.28
1 "CTSK" 35 1000 149035310 149047436 27.5761546349192 0.81 "rs3768013" 0.81
1 "CTSS" 44 1000 148969175 149004929 45.0930600124275 0.426 "rs10888395" 0.426
1 "CTTNBP2NL" 123 1000 112740382 112803739 112.274388577525 0.746 "rs11807828" 0.746
1 "CYB561D1" 71 1000 109838244 109843000 84.8627231189136 0.125 "rs7550711" 0.125
1 "CYP4A11" 32 1000 47167432 47179743 25.0007160750225 0.806 "rs9332992" 0.806
1 "CYP4B1" 68 1000 47037256 47057608 40.2914462587598 0.997 "rs11583588" 0.997
1 "CYP4X1" 72 1000 47261826 47289010 76.5766056270383 0.334 "rs17102972" 0.334
1 "DAB1" 1661 1000 57236166 58488799 1654.84239259609 0.538 "rs2405994" 0.538
1 "DARC" 61 1000 157441133 157442914 46.7922485734899 0.91 "rs863002" 0.91
1 "DARS2" 44 1000 172060580 172094305 45.3622029191952 0.415 "rs12138617" 0.415
1 "DBT" 102 1000 100425065 100487997 88.9611945094033 0.818 "rs4908057" 0.818
1 "DCDC2B" 28 1e+05 32447281 32454384 44.0435865106224 0.02751 "rs1407134" 0.02751
1 "DCST2" 41 1000 153257626 153272881 36.517378686825 0.67 "rs4845402" 0.67
1 "DDAH1" 310 1000 85556755 85703411 330.645546594177 0.201 "rs551379" 0.201
1 "DDI2" 71 1000 15816656 15859335 80.6473536626651 0.203 "rs1240333" 0.203
1 "DDOST" 115 1e+06 20850846 20860624 174.816718311642 0.000274 "rs1614627" 0.000274
1 "DDX59" 130 1000 198879787 198905749 120.052324092072 0.723 "rs6427847" 0.723
1 "DEDD" 53 1e+05 159357391 159369102 72.591705062426 0.03821 "rs1128750" 0.03821
1 "DENND2C" 81 1000 114928718 115014255 71.2584391533098 0.772 "rs1484835" 0.772
1 "DENND2D" 134 1000 111531323 111544804 146.047868988327 0.225 "rs2297702" 0.225
1 "DENND4B" 44 1000 152168600 152185778 47.3111415276076 0.339 "rs12564199" 0.339
1 "DEPDC1" 158 1000 68712422 68735387 130.38441731728 0.947 "rs12564647" 0.947
1 "DFFB" 132 1000 3763704 3791853 118.541316648062 0.793 "rs10797357" 0.793
1 "DHDDS" 79 1000 26631388 26670382 57.1047954471664 0.97 "rs1055323" 0.97
1 "DHRS3" 121 1000 12550525 12600407 94.381686434854 0.965 "rs12067701" 0.965
1 "DIRAS3" 78 1000 68284232 68289048 86.4044923925927 0.241 "rs3790688" 0.241
1 "DLGAP3" 82 1000 35103623 35143571 71.3626182794813 0.793 "rs6425920" 0.793
1 "DMAP1" 43 1000 44451711 44458938 23.5817200322354 0.993 "rs11576195" 0.993
1 "DMRTB1" 79 1000 53697659 53705746 88.439934507773 0.219 "rs12727041" 0.219
1 "DNAJC6" 254 1000 65503017 65654140 240.31330340093 0.722 "rs6677968" 0.722
1 "DNAJC8" 71 1e+05 28399376 28432129 97.6127368876174 0.01983 "rs558189" 0.01983
1 "DNASE2B" 141 1000 84636802 84653279 110.019815556357 0.975 "rs7542684" 0.975
1 "DNM3" 509 1000 170077260 170648480 517.206713590682 0.391 "rs4916255" 0.391
1 "DNTTIP2" 58 1000 94107923 94117330 47.188512183818 0.844 "rs12141697" 0.844
1 "DPH5" 72 1e+05 101227768 101263950 91.3157740000298 0.06188 "rs17449778" 0.06188
1 "DPT" 161 1000 166931329 166965052 159.885486933473 0.51 "rs529949" 0.51
1 "DUSP12" 159 1000 159986204 159993576 177.825998593461 0.146 "rs1417582" 0.146
1 "E2F2" 65 1000 23705508 23730300 53.9173241291686 0.835 "rs3218135" 0.835
1 "ECE1" 180 1000 21416326 21544621 187.738100689143 0.331 "rs12142117" 0.331
1 "ECHDC2" 40 1000 53134491 53160034 48.7718519556237 0.161 "rs3753756" 0.161
1 "EFCAB7" 99 1000 63761855 63810952 90.0333021744289 0.729 "rs927019" 0.729
1 "EFNA3" 48 1e+05 153317971 153326638 76.1055869078195 0.00602 "rs9297" 0.00602
1 "EFNA4" 50 1000 153302836 153308653 59.4624614674516 0.169 "rs2306124" 0.169
1 "EIF2B3" 139 1e+05 45089036 45224869 170.265036671092 0.03674 "rs11573587" 0.03674
1 "EIF3I" 28 1000 32460557 32469792 31.0469418014487 0.315 "rs1407134" 0.315
1 "EIF4G3" 218 1000 21005560 21375927 219.328146543664 0.462 "rs17449243" 0.462
1 "ELA2B" 114 1000 15675182 15690482 113.711689391882 0.49 "rs4661636" 0.49
1 "ELA3A" 76 1000 22200735 22211622 64.7839355207487 0.817 "rs12049408" 0.817
1 "ELAVL4" 115 1000 50347224 50439643 126.242963341958 0.223 "rs6700902" 0.223
1 "ELK4" 117 1000 203851857 203868623 0 1 "rs7533594" 1
1 "ENO1" 72 1000 8843649 8861367 67.2026035376673 0.638 "rs4908781" 0.638
1 "EPHA10" 138 1e+05 37954232 38003411 165.986050940811 0.0524 "rs610213" 0.0524
1 "EPHA2" 86 1000 16323418 16355151 91.5869008743443 0.32 "rs6688638" 0.32
