"Chr" "Gene" "nSNPs" "nSims" "Start" "Stop" "Test" "Pvalue" "Best-SNP" "SNP-pvalue"
1 "C1orf124" 67 1000 229540304 229556612 66.7392961433172 0.486 "rs16854120" 0.486
1 "C1orf125" 338 1000 177601737 177790493 334.145834579263 0.549 "rs10798686" 0.549
1 "C1orf127" 104 1000 10929119 10946845 111.579068508138 0.288 "rs9430163" 0.288
1 "C1orf129" 162 1e+05 169171259 169234570 194.094335903099 0.04329 "rs6695615" 0.04329
1 "C1orf130" 88 1000 24755188 24808403 72.7793372412898 0.879 "rs4301588" 0.879
1 "C1orf135" 66 1000 26033083 26058435 61.5008614135388 0.634 "rs807247" 0.634
1 "C1orf14" 109 1000 181135622 181189176 104.72383332753 0.598 "rs10911167" 0.598
1 "C1orf142" 83 1000 225989319 226035550 93.3076530363921 0.206 "rs11590137" 0.206
1 "C1orf144" 62 1e+05 16566169 16597227 98.5877181770115 0.002146 "rs12064256" 0.002146
1 "C1orf146" 69 1000 92456160 92483955 77.5003937186539 0.226 "rs2087194" 0.226
1 "C1orf150" 88 1000 245779073 245806471 80.0449625035603 0.715 "rs4925686" 0.715
1 "C1orf151" 81 1000 19796053 19827761 78.7531023864588 0.55 "rs7517326" 0.55
1 "C1orf156" 153 1000 168028295 168030655 168.515963685321 0.185 "rs12025581" 0.185
1 "C1orf157" 95 1000 202268197 202277011 101.967708810095 0.294 "rs4951291" 0.294
1 "C1orf159" 51 1000 1007060 1041599 45.5011294355963 0.691 "rs3121561" 0.691
1 "C1orf161" 66 1000 116455898 116479384 49.8974875456301 0.93 "rs12410137" 0.93
1 "C1orf163" 90 1000 52925101 52936626 96.7269239101876 0.295 "rs448788" 0.295
1 "C1orf173" 218 1000 74806382 74912010 190.806171498526 0.908 "rs12239097" 0.908
1 "C1orf174" 85 1000 3795556 3806709 79.2292966651289 0.656 "rs4648426" 0.656
1 "C1orf174" 85 1000 3795556 3806709 79.2292966651289 0.656 "rs4648426" 0.656
1 "C1orf175" 189 1000 54880031 54948527 181.867745880466 0.632 "rs11802570" 0.632
1 "C1orf176" 72 1000 40747019 40754801 69.6370049466706 0.557 "rs12049435" 0.557
1 "C1orf182" 70 1e+05 154573728 154583409 98.4217473118548 0.01419 "rs2245623" 0.01419
1 "C1orf183" 144 1000 112069892 112099942 116.365801256729 0.956 "rs565522" 0.956
1 "C1orf189" 53 1000 152438471 152445433 43.9352772243151 0.808 "rs2340473" 0.808
1 "C1orf192" 84 1000 159601144 159604288 89.6666841423098 0.316 "rs16832872" 0.316
1 "C1orf198" 147 1000 229039488 229070900 136.004195129555 0.732 "rs11805329" 0.732
1 "C1orf21" 282 1000 182622772 182864778 298.577451280121 0.238 "rs17577136" 0.238
1 "C1orf210" 87 1000 43520143 43523837 81.3386154670029 0.651 "rs34783763" 0.651
1 "C1orf212" 85 1000 35091710 35097932 82.5843661883334 0.554 "rs12076918" 0.554
1 "C1orf213" 70 1000 23568050 23570866 77.2997517890926 0.257 "rs1767141" 0.257
1 "C1orf216" 31 1000 35952063 35957377 34.4525733153743 0.306 "rs12563583" 0.306
1 "C1orf222" 32 1e+05 1843255 1849228 58.2145303024029 0.0031 "rs2474454" 0.0031
1 "C1orf25" 53 1000 183353840 183392739 56.4303506755218 0.348 "rs1544052" 0.348
1 "C1orf26" 82 1000 183392814 183527536 83.9347527494858 0.42 "rs1544052" 0.42
1 "C1orf32" 79 1000 165154619 165211185 69.6420379917627 0.765 "rs16858259" 0.765
1 "C1orf35" 36 1000 226355050 226357645 39.4586321563918 0.318 "rs12116745" 0.318
1 "C1orf51" 65 1000 148521852 148526125 44.7519843184474 0.974 "rs7511649" 0.974
1 "C1orf52" 122 1000 85490243 85497913 140.305615990239 0.123 "rs17125439" 0.123
1 "C1orf54" 67 1e+06 148511821 148519951 409.990952413631 0 "rs7511649" 1e-50
1 "C1orf55" 51 1e+05 224237025 224253689 66.4708623068002 0.07157 "rs17515010" 0.07157
1 "C1orf57" 91 1000 231152992 231180842 87.4807508946571 0.585 "rs743195" 0.585
1 "C1orf58" 21 1e+05 220952528 220972729 30.7425860221585 0.07805 "rs3008634" 0.07805
1 "C1orf61" 75 1000 154640678 154665808 90.370799683755 0.109 "rs16837415" 0.109
1 "C1orf63" 11 1e+05 25441326 25446572 17.3525930054508 0.09787 "rs7415034" 0.09787
1 "C1orf64" 103 1e+05 16203317 16205771 138.160859520468 0.01187 "rs732286" 0.01187
1 "C1orf65" 91 1000 221633390 221635435 90.8741710170134 0.484 "rs1113157" 0.484
1 "C1orf66" 72 1000 154964901 154973365 57.0542053499903 0.901 "rs3806415" 0.901
1 "C1orf67" 101 1000 223183985 223222249 105.106127531896 0.37 "rs10915742" 0.37
1 "C1orf69" 59 1000 226420051 226436581 68.3282742024752 0.19 "rs12116745" 0.19
1 "C1orf74" 145 1000 208022284 208024513 135.327734101019 0.706 "rs669694" 0.706
1 "C1orf77" 32 1000 151873148 151884603 30.2556124467669 0.555 "rs6674929" 0.555
1 "C1orf83" 131 1000 54291861 54338004 119.988676607563 0.745 "rs12094252" 0.745
1 "C1orf84" 55 1000 43628142 43645152 51.99954444624 0.59 "rs839756" 0.59
1 "C1orf9" 118 1000 170768882 170847596 109.904684272469 0.69 "rs10798026" 0.69
1 "C1orf93" 54 1000 2508108 2512762 60.5294768475691 0.252 "rs11590198" 0.252
1 "C1QA" 108 1000 22835704 22838762 97.8871621083762 0.747 "rs294221" 0.747
1 "C1QC" 108 1000 22842704 22847190 115.778393507287 0.287 "rs294221" 0.287
1 "C8A" 176 1000 57093066 57156482 176.368677489223 0.478 "rs607268" 0.478
1 "CA6" 145 1000 8928508 8957735 124.328579223847 0.892 "rs12564569" 0.892
1 "CACNA1S" 292 1000 199275262 199348317 283.711121540788 0.625 "rs11810823" 0.625
1 "CADM3" 92 1000 157408000 157439556 95.8903000663902 0.37 "rs2746042" 0.37
1 "CALML6" 33 1e+05 1836125 1838593 46.727555828889 0.05712 "rs2474454" 0.05712
1 "CAMK1G" 180 1e+05 207823667 207853907 226.64213297064 0.01051 "rs17014889" 0.01051
1 "CAMSAP1L1" 169 1000 198975308 199096454 191.321894582373 0.115 "rs10920059" 0.115
1 "CAMTA1" 1153 1000 6767970 7752351 1182.00214259345 0.27 "rs6577435" 0.27
1 "CAP1" 121 1000 40278841 40310908 125.553455922766 0.37 "rs6699941" 0.37
1 "CAPN2" 160 1000 221966741 222030343 160.365428724078 0.477 "rs10916078" 0.477
1 "CAPN9" 301 1000 228949752 229004372 290.990416417 0.65 "rs11568046" 0.65
1 "CAPZA1" 80 1000 112963597 113015764 70.1631240654948 0.776 "rs6679" 0.776
1 "CASP9" 135 1000 15691381 15723377 101.47578416862 0.986 "rs16851662" 0.986
1 "CASQ2" 289 1000 116044148 116112949 303.223146579498 0.271 "rs7538337" 0.271
1 "CASZ1" 182 1000 10619252 10779294 161.457683023936 0.861 "rs11121621" 0.861
1 "CC2D1B" 36 1e+05 52588854 52604452 61.8920190002138 0.00464 "rs3087476" 0.00464
1 "CCDC18" 117 1000 93418507 93516856 122.779517200547 0.339 "rs12118262" 0.339
1 "CCDC21" 185 1000 26433279 26477886 181.499241552845 0.559 "rs6699798" 0.559
1 "CCDC23" 74 1000 43045319 43055510 75.1765798233026 0.44 "rs11809083" 0.44
1 "CCDC28B" 34 1000 32438788 32443578 35.487834139152 0.398 "rs1358823" 0.398
1 "CD164L2" 44 1000 27578182 27582392 43.1954689348383 0.506 "rs9438514" 0.506
1 "CD1A" 57 1000 156490550 156494682 50.2023037327886 0.726 "rs3181029" 0.726
1 "CD1B" 61 1000 156564363 156567945 49.9893067982673 0.842 "rs10908647" 0.842
1 "CD244" 130 1000 159066573 159099269 122.985210649218 0.656 "rs4656942" 0.656
1 "CD247" 276 1000 165666500 165754471 285.519137887367 0.334 "rs13376681" 0.334
1 "CD34" 132 1000 206126505 206151306 107.611020910308 0.941 "rs17010071" 0.941
1 "CD46" 95 1e+05 205992024 206035481 115.26292016925 0.07716 "rs1318653" 0.07716
1 "CD48" 90 1000 158915159 158948209 96.0434117684056 0.312 "rs11265472" 0.312
1 "CD52" 133 1000 26516997 26519601 142.968119066517 0.262 "rs11583897" 0.262
1 "CD58" 75 1e+05 116858679 116915126 98.6878891621116 0.0348 "rs12087024" 0.0348
1 "CD5L" 123 1000 156067327 156078258 135.263516851388 0.212 "rs1998816" 0.212
1 "CDC20" 42 1000 43597212 43601460 44.0472492888032 0.385 "rs839756" 0.385
1 "CDC42BPA" 637 1000 225244188 225572449 660.697629401431 0.25 "rs3014254" 0.25
1 "CDC42SE1" 60 1000 149290070 149298749 71.184042536439 0.153 "rs7532312" 0.153
1 "CDC73" 126 1000 191357783 191487679 113.205512197264 0.786 "rs12085373" 0.786
1 "CDCA8" 138 1000 37930745 37947978 128.043838478641 0.717 "rs6426031" 0.717
1 "CDKN2C" 39 1000 51206954 51212897 34.2536561938817 0.686 "rs17389502" 0.686
1 "CENPL" 28 1000 172035310 172060649 33.581277409456 0.215 "rs2092926" 0.215
1 "CEP350" 250 1000 178190530 178350638 255.621803760065 0.39 "rs17371594" 0.39
1 "CEPT1" 132 1000 111483771 111529247 140.752746869435 0.285 "rs325898" 0.285
1 "CFHR2" 75 1000 195179556 195194979 88.7871993654919 0.132 "rs12116643" 0.132
1 "CFHR5" 93 1000 195213289 195245426 79.8771574537582 0.832 "rs12116643" 0.832
1 "CGN" 73 1000 149750485 149777791 81.326532522108 0.236 "rs3748608" 0.236
1 "CHD5" 98 1000 6084439 6162770 93.7382784709638 0.603 "rs11121407" 0.603
1 "CKS1B" 39 1000 153213837 153218346 37.3338627460535 0.546 "rs6682611" 0.546
1 "CLCA1" 173 1000 86707113 86738562 171.172621373382 0.525 "rs969788" 0.525
1 "CLCA2" 173 1000 86662356 86694828 159.040585950149 0.769 "rs969788" 0.769
1 "CLCNKB" 99 1000 16242833 16256390 88.1664478945706 0.774 "rs732286" 0.774
1 "CLDN19" 54 1000 42971350 42978512 58.3990498226452 0.317 "rs4660657" 0.317
1 "CLK2" 42 1000 153499282 153509905 22.1384633034706 0.995 "rs11264359" 0.995
1 "CLSPN" 37 1000 35974404 36008138 37.7907942488783 0.433 "rs12563583" 0.433
1 "CNIH3" 291 1000 222870801 222994872 288.282678332025 0.534 "rs6690131" 0.534
1 "CNKSR1" 109 1000 26376567 26388962 105.57551685031 0.575 "rs6699798" 0.575
1 "CNR2" 25 1000 24073046 24112404 18.5097853055214 0.82 "rs7521571" 0.82
1 "COG2" 268 1e+05 228844880 228896351 337.547022065586 0.00251 "rs11122563" 0.00251
1 "COL11A1" 489 1000 103114610 103346640 516.642559916304 0.187 "rs7553904" 0.187
1 "COL16A1" 112 1000 31890434 31942355 82.3388509117269 0.984 "rs4949466" 0.984
1 "COL24A1" 684 1000 85967503 86394709 713.976045226889 0.207 "rs12089500" 0.207
1 "COL9A2" 62 1000 40538749 40555526 72.9056175700456 0.162 "rs6682701" 0.162
1 "CPSF3L" 24 1000 1236827 1249909 16.753087092596 0.859 "rs2296474" 0.859
1 "CR1" 189 1e+05 205736095 205881733 245.206224752145 0.00369 "rs17186897" 0.00369
1 "CR2" 118 1000 205694292 205729863 128.588493899145 0.238 "rs2025935" 0.238
1 "CRABP2" 80 1000 154936029 154941999 69.5318078231751 0.792 "rs3806415" 0.792
1 "CREG1" 197 1000 165776874 165789680 160.869567719137 0.972 "rs13376681" 0.972
1 "CRNN" 116 1000 150648342 150653352 115.067848332236 0.507 "rs6666237" 0.507
1 "CSF1" 109 1000 110254755 110273878 98.1391954757715 0.763 "rs390923" 0.763
1 "CSF3R" 128 1000 36704230 36721096 126.69510906052 0.516 "rs2275473" 0.516
1 "CSMD2" 945 1000 33752195 34404030 965.174506825876 0.317 "rs6684352" 0.317
1 "CSRP1" 153 1000 199719282 199742873 116.270082187516 0.988 "rs10920200" 0.988
1 "CTBS" 133 1e+05 84792809 84812686 175.289407182864 0.0082 "rs4906999" 0.0082
1 "CTH" 108 1000 70649542 70677841 121.424215025972 0.178 "rs672203" 0.178
1 "CTNNBIP1" 57 1000 9830920 9892903 49.4208425716228 0.752 "rs1660742" 0.752
1 "CTPS" 112 1000 41217593 41250822 104.020617463713 0.692 "rs2361654" 0.692
1 "CTSK" 42 1000 149035310 149047436 30.4173326009611 0.908 "rs10305724" 0.908
1 "CTSS" 52 1e+05 148969175 149004929 66.844102820948 0.0807 "rs12746973" 0.0807
1 "CTTNBP2NL" 138 1000 112740382 112803739 146.106380453303 0.302 "rs2492495" 0.302
1 "CYB561D1" 75 1000 109838244 109843000 63.0894775760322 0.835 "rs7550711" 0.835
1 "CYP4A11" 38 1000 47167432 47179743 36.797013498269 0.525 "rs1078311" 0.525
1 "CYP4B1" 76 1000 47037256 47057608 80.1255264502953 0.351 "rs632645" 0.351
1 "CYP4X1" 81 1000 47261826 47289010 80.0805622248238 0.508 "rs10890445" 0.508
1 "DAB1" 1752 1000 57236166 58488799 1711.71879830991 0.75 "rs3131757" 0.75
1 "DARC" 70 1000 157441133 157442914 81.2277507086114 0.169 "rs2746042" 0.169
1 "DARS2" 54 1000 172060580 172094305 50.2709496452018 0.619 "rs35571466" 0.619
1 "DBT" 103 1000 100425065 100487997 119.675660713948 0.125 "rs17454070" 0.125
1 "DCDC2B" 34 1000 32447281 32454384 41.3652673757396 0.18 "rs1358823" 0.18
1 "DCST2" 45 1000 153257626 153272881 43.4206376805839 0.539 "rs11589479" 0.539
1 "DDAH1" 327 1000 85556755 85703411 329.813947593602 0.446 "rs12029474" 0.446
1 "DDOST" 128 1e+05 20850846 20860624 149.926401781063 0.09008 "rs10916827" 0.09008
1 "DDX59" 138 1000 198879787 198905749 141.181506644426 0.409 "rs10919982" 0.409
1 "DEDD" 56 1e+06 159357391 159369102 107.368219266096 4.4e-05 "rs3813619" 4.4e-05
1 "DENND2C" 84 1000 114928718 115014255 89.1022080866102 0.331 "rs222497" 0.331
1 "DENND2D" 148 1000 111531323 111544804 137.362411825781 0.724 "rs325924" 0.724
1 "DENND4B" 47 1000 152168600 152185778 57.2193070010216 0.146 "rs12043350" 0.146
1 "DEPDC1" 164 1000 68712422 68735387 137.483346629507 0.935 "rs12564647" 0.935
1 "DFFB" 145 1000 3763704 3791853 153.272106318711 0.303 "rs6659702" 0.303
1 "DHDDS" 84 1000 26631388 26670382 84.1133028432347 0.476 "rs3811462" 0.476
1 "DHRS3" 139 1000 12550525 12600407 160.036492877571 0.107 "rs12029485" 0.107
1 "DIRAS3" 86 1e+05 68284232 68289048 113.216269723312 0.02624 "rs12141443" 0.02624
1 "DLGAP3" 100 1000 35103623 35143571 80.4119202954764 0.925 "rs12076918" 0.925
1 "DMAP1" 44 1000 44451711 44458938 45.6340577173502 0.404 "rs12419" 0.404
1 "DMRTB1" 88 1000 53697659 53705746 76.3354771061286 0.808 "rs6686055" 0.808
1 "DNAJC6" 260 1000 65503017 65654140 264.549265671733 0.41 "rs10889550" 0.41
1 "DNAJC8" 75 1000 28399376 28432129 80.9081163670252 0.3 "rs7516655" 0.3
1 "DNASE2B" 149 1000 84636802 84653279 148.85244474243 0.488 "rs17477885" 0.488
1 "DNM3" 565 1000 170077260 170648480 563.744223948652 0.507 "rs2227198" 0.507
1 "DNTTIP2" 62 1000 94107923 94117330 54.9250748137624 0.726 "rs10874811" 0.726
1 "DPH5" 74 1000 101227768 101263950 67.2358000742576 0.698 "rs870747" 0.698
1 "DPT" 182 1000 166931329 166965052 199.092852093154 0.183 "rs1415680" 0.183
1 "DUSP12" 169 1000 159986204 159993576 167.415539318561 0.52 "rs6699818" 0.52
1 "E2F2" 70 1000 23705508 23730300 63.5048374868315 0.695 "rs1009590" 0.695
1 "ECE1" 192 1e+05 21416326 21544621 218.826031700463 0.08954 "rs6702110" 0.08954
1 "ECHDC2" 48 1e+05 53134491 53160034 67.018482369106 0.03613 "rs557715" 0.03613
1 "EFCAB7" 106 1000 63761855 63810952 116.065074777134 0.237 "rs217483" 0.237
1 "EFNA3" 54 1e+05 153317971 153326638 80.7615175292023 0.01062 "rs11589479" 0.01062
1 "EFNA4" 55 1000 153302836 153308653 42.8659445159163 0.883 "rs11589479" 0.883
1 "EIF2B3" 149 1000 45089036 45224869 153.378941328037 0.386 "rs13374792" 0.386
1 "EIF3I" 34 1000 32460557 32469792 26.0966481108331 0.832 "rs1358823" 0.832
1 "EIF4G3" 229 1000 21005560 21375927 213.244147922412 0.765 "rs6691824" 0.765
1 "ELA2B" 122 1000 15675182 15690482 123.900135230071 0.435 "rs16851662" 0.435
1 "ELA3A" 86 1000 22200735 22211622 82.8563183526575 0.576 "rs3768574" 0.576
1 "ELAVL4" 121 1000 50347224 50439643 111.695816769733 0.716 "rs17381033" 0.716
1 "ELK4" 120 1000 203851857 203868623 114.003968128632 0.637 "rs7529037" 0.637
1 "ENO1" 78 1000 8843649 8861367 68.6625806478115 0.766 "rs12032404" 0.766
1 "EPHA10" 149 1000 37954232 38003411 132.188294151984 0.835 "rs6426031" 0.835
1 "EPHA2" 91 1e+05 16323418 16355151 121.942001617321 0.01685 "rs4661351" 0.01685
1 "EPHA8" 114 1000 22762590 22802674 91.2983659562614 0.942 "rs209709" 0.942
1 "EPRS" 142 1000 218208564 218286623 144.885350844718 0.417 "rs1694601" 0.417
1 "EPS15" 109 1000 51592522 51757583 99.9011322497544 0.722 "rs12732738" 0.722
1 "ERMAP" 89 1000 43055362 43083247 91.919120480175 0.395 "rs11809083" 0.395
1 "ESPN" 49 1000 6407434 6443591 41.5829366332311 0.765 "rs3007421" 0.765
1 "ESRRG" 1235 1000 214743210 215329599 1221.78899251756 0.6 "rs1416534" 0.6
